name,node,technology,fuel_type,max_power,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,unit_operator,emission_factor,min_power,efficiency,additional_cost,operating_type,ramp_up,ramp_down,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time
Unit_662,282,wind onshore,renewable,460.9793925,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_704,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_663,283,solar pv,renewable,128.9383138,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_705,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_664,283,wind onshore,renewable,37.34344596,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_706,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_665,284,solar pv,renewable,49.8789929,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_707,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_666,284,wind onshore,renewable,39.38320703,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_708,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_667,285,solar pv,renewable,44.13271151,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_709,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_668,285,wind onshore,renewable,34.84608677,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_710,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_669,286,solar pv,renewable,29.16057873,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_711,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_670,286,wind onshore,renewable,63.5233912,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_712,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_671,287,solar pv,renewable,130.1330631,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_713,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_672,287,wind onshore,renewable,213.5969326,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_714,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_673,291,solar pv,renewable,234.8793373,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_715,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_674,291,wind onshore,renewable,48.67755448,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_716,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_675,292,hydro,renewable,28.27979811,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_717,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_676,292,solar pv,renewable,86.66995913,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_718,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_677,292,wind onshore,renewable,26.61447925,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_719,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_678,293,biomass,renewable,45.46966061,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_720,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_679,293,hydro,renewable,100.8038285,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_721,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_680,293,solar pv,renewable,317.5642643,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_722,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_681,295,biomass,renewable,15.23305286,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_723,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_682,295,hydro,renewable,35.23752768,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_724,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_683,295,solar pv,renewable,241.0462518,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_725,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_684,295,wind onshore,renewable,32.59953545,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_726,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_685,296,solar pv,renewable,59.21334303,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_727,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_686,296,wind onshore,renewable,90.53498627,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_728,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_687,297,biomass,renewable,90.60637302,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_729,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_688,297,solar pv,renewable,688.3979696,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_730,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_689,297,wind onshore,renewable,369.2487862,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_731,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_690,299,solar pv,renewable,206.3407262,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_732,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_691,299,wind onshore,renewable,328.5115968,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_733,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_692,301,solar pv,renewable,25.55214857,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_734,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_693,302,solar pv,renewable,112.7970685,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_735,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_694,302,wind onshore,renewable,47.10542298,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_736,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_695,303,solar pv,renewable,30.87243309,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_737,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_696,305,solar pv,renewable,154.3011731,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_738,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_697,305,wind onshore,renewable,28.48266716,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_739,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_698,306,solar pv,renewable,48.38573475,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_740,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_699,307,biomass,renewable,32.32042368,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_741,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_700,307,solar pv,renewable,304.4451697,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_742,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_701,307,wind onshore,renewable,218.206013,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_743,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_702,308,solar pv,renewable,302.0724436,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_744,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_703,308,wind onshore,renewable,62.42001154,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_745,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_704,309,solar pv,renewable,99.04950654,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_746,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_705,310,solar pv,renewable,40.2374316,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_747,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_706,310,wind onshore,renewable,28.31534646,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_748,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_707,311,solar pv,renewable,60.05818608,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_749,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_708,311,wind onshore,renewable,17.39420627,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_750,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_709,312,solar pv,renewable,91.64480455,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_751,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_710,312,wind onshore,renewable,82.0746566,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_752,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_711,313,solar pv,renewable,21.3558085,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_753,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_712,314,biomass,renewable,16.61453495,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_754,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_713,314,solar pv,renewable,117.3859785,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_755,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_714,314,wind onshore,renewable,111.9893999,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_756,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_715,316,solar pv,renewable,57.23749554,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_757,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_716,316,wind onshore,renewable,58.47549109,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_758,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_717,318,solar pv,renewable,22.52701212,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_759,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_718,320,solar pv,renewable,99.83793272,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_760,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_719,320,wind onshore,renewable,157.576644,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_761,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_720,321,biomass,renewable,22.27185901,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_762,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_721,321,solar pv,renewable,418.3855343,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_763,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_722,321,wind onshore,renewable,405.398033,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_764,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_723,322,solar pv,renewable,37.4859855,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_765,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_724,326,solar pv,renewable,88.18406716,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_766,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_725,328,solar pv,renewable,44.10328619,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_767,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_726,328,wind onshore,renewable,16.35667111,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_768,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_727,329,solar pv,renewable,35.45304552,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_769,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_728,331,biomass,renewable,22.31268332,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_770,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_729,331,solar pv,renewable,33.65515891,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_771,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_730,332,biomass,renewable,22.20585631,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_772,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_731,332,hydro,renewable,19.92025319,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_773,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_732,332,solar pv,renewable,242.7633692,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_774,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_733,332,wind onshore,renewable,46.34374307,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_775,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_734,333,solar pv,renewable,121.077764,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_776,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_735,333,wind onshore,renewable,18.05740219,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_777,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_736,334,biomass,renewable,41.14791989,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_778,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_737,334,solar pv,renewable,460.7722349,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_779,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_738,334,wind onshore,renewable,600.6228402,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_780,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_739,336,biomass,renewable,17.27523097,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_781,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_740,336,solar pv,renewable,194.9055397,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_782,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_741,336,wind onshore,renewable,72.14869417,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_783,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_742,337,solar pv,renewable,28.77976253,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_784,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_743,338,biomass,renewable,20.5702719,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_785,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_744,338,solar pv,renewable,244.3181048,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_786,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_745,338,wind onshore,renewable,180.9321739,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_787,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_746,340,biomass,renewable,24.85377577,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_788,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_747,340,solar pv,renewable,277.5220554,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_789,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_748,340,wind onshore,renewable,300.9887808,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_790,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_749,341,biomass,renewable,16.07627937,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_791,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_750,341,solar pv,renewable,367.7680329,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_792,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_751,341,wind onshore,renewable,195.8058584,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_793,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_752,343,solar pv,renewable,25.33941679,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_794,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_753,344,solar pv,renewable,102.4191331,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_795,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_754,344,wind onshore,renewable,32.72306436,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_796,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_755,345,solar pv,renewable,93.05839872,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_797,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_756,345,wind onshore,renewable,38.86231522,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_798,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_757,346,solar pv,renewable,19.84235462,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_799,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_758,347,solar pv,renewable,134.107383,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_800,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_759,348,solar pv,renewable,83.71668333,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_801,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_760,348,wind onshore,renewable,33.61877738,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_802,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_761,349,solar pv,renewable,147.9136501,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_803,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_762,349,wind onshore,renewable,35.48648538,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_804,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_763,351,solar pv,renewable,15.0096224,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_805,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_764,355,solar pv,renewable,49.99728467,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_806,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_765,355,wind onshore,renewable,44.09929703,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_807,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_766,356,biomass,renewable,34.15826123,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_808,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_767,356,solar pv,renewable,395.1297759,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_809,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_768,356,wind onshore,renewable,267.6168653,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_810,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_769,358,biomass,renewable,22.99044049,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_811,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_770,358,solar pv,renewable,277.9002185,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_812,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_771,358,wind onshore,renewable,23.60272226,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_813,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_772,361,solar pv,renewable,49.2403841,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_814,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_773,361,wind onshore,renewable,56.74107353,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_815,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_774,362,biomass,renewable,20.97462376,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_816,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_775,362,solar pv,renewable,211.2464369,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_817,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_776,362,wind onshore,renewable,52.11138795,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_818,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_777,363,biomass,renewable,20.64872124,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_819,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_778,363,solar pv,renewable,384.8405491,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_820,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_779,363,wind onshore,renewable,287.5326766,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_821,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_780,365,biomass,renewable,16.22509539,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_822,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_781,365,hydro,renewable,344.6500171,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_823,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_782,365,solar pv,renewable,267.2652805,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_824,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_783,365,wind onshore,renewable,29.68407017,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_825,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_784,366,biomass,renewable,32.56926049,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_826,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_785,366,solar pv,renewable,134.8942543,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_827,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_786,366,wind onshore,renewable,206.2482683,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_828,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_787,369,solar pv,renewable,178.307368,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_829,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_788,369,wind onshore,renewable,29.18835875,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_830,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_789,370,solar pv,renewable,17.00932483,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_831,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_790,372,biomass,renewable,16.44958683,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_832,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_791,372,solar pv,renewable,78.68037492,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_833,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_792,372,wind onshore,renewable,95.72645829,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_834,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_793,376,solar pv,renewable,31.93607883,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_835,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_794,378,solar pv,renewable,42.13092126,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_836,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_795,378,wind onshore,renewable,15.12178634,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_837,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_796,382,solar pv,renewable,97.96542855,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_838,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_797,383,solar pv,renewable,22.20155404,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_839,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_798,385,solar pv,renewable,43.40003751,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_840,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_799,385,wind onshore,renewable,70.75061038,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_841,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_800,386,solar pv,renewable,88.52133219,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_842,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_801,387,solar pv,renewable,25.3829436,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_843,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_802,388,solar pv,renewable,52.84382081,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_844,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_803,390,solar pv,renewable,21.91940963,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_845,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_804,394,biomass,renewable,49.43295515,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_846,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_805,394,solar pv,renewable,425.973951,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_847,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_806,394,wind onshore,renewable,407.3515954,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_848,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_807,396,solar pv,renewable,21.16008938,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_849,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_808,397,solar pv,renewable,54.878731,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_850,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_809,398,biomass,renewable,20.61597865,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_851,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_810,399,biomass,renewable,80.75674851,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_852,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_811,399,solar pv,renewable,598.1511406,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_853,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_812,399,wind onshore,renewable,148.2214137,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_854,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_813,402,solar pv,renewable,105.0872299,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_855,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_814,404,solar pv,renewable,16.58836416,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_856,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_815,405,biomass,renewable,81.51565619,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_857,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_816,405,solar pv,renewable,648.9817369,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_858,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_817,405,wind onshore,renewable,556.4180253,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_859,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_818,406,solar pv,renewable,100.6912219,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_860,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_819,406,wind onshore,renewable,58.65043071,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_861,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_820,409,biomass,renewable,28.57328478,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_862,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_821,409,solar pv,renewable,190.5231791,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_863,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_822,409,wind onshore,renewable,236.9512042,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_864,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_823,411,biomass,renewable,95.30987646,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_865,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_824,411,solar pv,renewable,263.1149263,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_866,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_825,411,wind onshore,renewable,561.803123,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_867,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_826,412,solar pv,renewable,138.0889701,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_868,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_827,412,wind onshore,renewable,163.7105815,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_869,0.0,0.0,1.0,0.0,Market,,,,,,,
