name,technology,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_1047,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.9,0.98,0.368,5.5,37,operator_1047,Market
Unit_1048,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.5,1.1,0.422,5.5,37,operator_1048,Market
Unit_1049,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.5,1.1,0.373,5.5,37,operator_1049,Market
Unit_1050,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,1.4,0.28,0.393,5.5,37,operator_1050,Market
Unit_1051,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,472,94.4,0.397,1.3,352,operator_1051,Market
Unit_1052,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,24.5,4.9,0.344,5.5,352,operator_1052,Market
Unit_1053,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,24.5,4.9,0.318,5.5,352,operator_1053,Market
Unit_1054,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,14.4,2.88,0.396,5.5,156,operator_1054,Market
Unit_1055,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.9,0.98,0.371,5.5,156,operator_1055,Market
Unit_1056,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.9,0.98,0.371,5.5,156,operator_1056,Market
Unit_1057,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.9,0.98,0.373,5.5,156,operator_1057,Market
Unit_1058,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,12.7,2.54,0.462,5.5,404,operator_1058,Market
Unit_1059,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,3.7,0.74,0.466,5.5,404,operator_1059,Market
Unit_1060,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.5,0.9,0.371,5.5,44,operator_1060,Market
Unit_1061,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,58.2,11.64,0.377,1.65,234,operator_1061,Market
Unit_1062,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,23.2,4.64,0.333,5.5,266,operator_1062,Market
Unit_1063,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,23.2,4.64,0.333,5.5,266,operator_1063,Market
Unit_1064,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,23.2,4.64,0.333,5.5,266,operator_1064,Market
Unit_1065,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,23.2,4.64,0.333,5.5,266,operator_1065,Market
Unit_1066,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,79.7,15.94,0.461,5.5,354,operator_1066,Market
Unit_1067,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,29.4,5.88,0.401,5.5,126,operator_1067,Market
Unit_1068,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,29.4,5.88,0.401,5.5,126,operator_1068,Market
Unit_1069,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,5.8,1.16,0.346,1.3,385,operator_1069,Market
Unit_1070,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,21.6,4.32,0.39,1.3,385,operator_1070,Market
Unit_1071,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,56,11.2,0.318,5.5,34,operator_1071,Market
Unit_1072,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,350,70,0.362,1.3,61,operator_1072,Market
Unit_1073,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,92.3,18.46,0.382,1.65,234,operator_1073,Market
Unit_1074,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,607,121.4,0.347,1.65,325,operator_1074,Market
Unit_1075,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,604,120.8,0.35,1.65,325,operator_1075,Market
Unit_1076,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,68.4,13.68,0.393,1.3,274,operator_1076,Market
Unit_1077,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,46,9.2,0.368,1.3,274,operator_1077,Market
Unit_1078,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,18.4,3.68,0.303,1.3,274,operator_1078,Market
Unit_1079,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,15.8,3.16,0.3,1.3,274,operator_1079,Market
Unit_1080,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,20.5,4.1,0.318,1.3,274,operator_1080,Market
Unit_1081,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,15.6,3.12,0.298,1.3,274,operator_1081,Market
Unit_1082,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,17.6,3.52,0.3,1.3,274,operator_1082,Market
Unit_1083,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,55.6,11.12,0.366,1.3,274,operator_1083,Market
Unit_1084,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,12.6,2.52,0.412,1.3,233,operator_1084,Market
Unit_1085,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,90,18,0.75,0,423,operator_1085,Market
Unit_1086,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,90,18,0.75,0,423,operator_1086,Market
Unit_1087,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,90,18,0.75,0,423,operator_1087,Market
Unit_1088,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,90,18,0.75,0,423,operator_1088,Market
Unit_1089,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,35,7,0.75,0,77,operator_1089,Market
Unit_1090,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,35,7,0.75,0,77,operator_1090,Market
Unit_1091,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,75,15,0.75,0,77,operator_1091,Market
Unit_1092,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,240,48,0.75,0,77,operator_1092,Market
Unit_1093,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,240,48,0.75,0,77,operator_1093,Market
Unit_1094,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,200,40,0.75,0,479,operator_1094,Market
Unit_1095,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,48,9.6,0.75,0,266,operator_1095,Market
Unit_1096,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,22,4.4,0.75,0,266,operator_1096,Market
Unit_1097,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,22,4.4,0.75,0,266,operator_1097,Market
Unit_1098,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,69,13.8,0.75,0,114,operator_1098,Market
Unit_1099,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,69,13.8,0.75,0,114,operator_1099,Market
Unit_1100,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,21.7,4.34,0.75,0,438,operator_1100,Market
Unit_1101,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,8,operator_1101,Market
Unit_1102,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,8,operator_1102,Market
Unit_1103,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,8,operator_1103,Market
Unit_1104,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,82,16.4,0.75,0,389,operator_1104,Market
Unit_1105,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,82,16.4,0.75,0,389,operator_1105,Market
Unit_1106,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,263,52.6,0.75,0,343,operator_1106,Market
Unit_1107,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,263,52.6,0.75,0,343,operator_1107,Market
Unit_1108,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,263,52.6,0.75,0,343,operator_1108,Market
Unit_1109,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,263,52.6,0.75,0,343,operator_1109,Market
Unit_1110,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,40,8,0.75,0,182,operator_1110,Market
Unit_1111,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,40,8,0.75,0,182,operator_1111,Market
Unit_1112,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,40,8,0.75,0,182,operator_1112,Market
Unit_1113,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,40,8,0.75,0,182,operator_1113,Market
Unit_1114,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,30,6,0.75,0,235,operator_1114,Market
Unit_1115,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,30,6,0.75,0,235,operator_1115,Market
Unit_1116,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,30,6,0.75,0,235,operator_1116,Market
Unit_1117,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,30,6,0.75,0,235,operator_1117,Market
Unit_1118,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,162,32.4,0.75,0,205,operator_1118,Market
Unit_1119,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.9,5.98,0.75,0,237,operator_1119,Market
Unit_1120,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,29.9,5.98,0.75,0,237,operator_1120,Market
Unit_1121,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.9,0.78,0.75,0,237,operator_1121,Market
Unit_1122,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1122,Market
Unit_1123,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1123,Market
Unit_1124,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1124,Market
Unit_1125,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1125,Market
Unit_1126,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1126,Market
Unit_1127,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1127,Market
Unit_1128,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1128,Market
Unit_1129,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.7,7.94,0.75,0,237,operator_1129,Market
Unit_1130,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,45,9,0.75,0,320,operator_1130,Market
Unit_1131,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,45,9,0.75,0,320,operator_1131,Market
Unit_1132,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1132,Market
Unit_1133,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1133,Market
Unit_1134,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1134,Market
Unit_1135,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1135,Market
Unit_1136,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1136,Market
Unit_1137,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,174.2,34.84,0.75,0,406,operator_1137,Market
Unit_1138,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.9,7.98,0.75,0,418,operator_1138,Market
Unit_1139,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.9,7.98,0.75,0,418,operator_1139,Market
Unit_1140,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,28,5.6,0.75,0,66,operator_1140,Market
Unit_1141,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.9,7.98,0.75,0,418,operator_1141,Market
Unit_1142,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,39.9,7.98,0.75,0,418,operator_1142,Market
Unit_1143,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,28,5.6,0.75,0,66,operator_1143,Market
Unit_1144,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,28,5.6,0.75,0,66,operator_1144,Market
Unit_1145,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,28,5.6,0.75,0,66,operator_1145,Market
Unit_1146,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,55,11,0.75,0,235,operator_1146,Market
Unit_1147,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,55,11,0.75,0,235,operator_1147,Market
Unit_1148,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,55,11,0.75,0,235,operator_1148,Market
Unit_1149,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,55,11,0.75,0,235,operator_1149,Market
Unit_1150,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44,8.8,0.75,0,235,operator_1150,Market
Unit_1151,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44,8.8,0.75,0,235,operator_1151,Market
Unit_1152,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44,8.8,0.75,0,235,operator_1152,Market
Unit_1153,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,44,8.8,0.75,0,235,operator_1153,Market
Unit_1154,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,227.5,45.5,0.75,0,368,operator_1154,Market
Unit_1155,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,227.5,45.5,0.75,0,368,operator_1155,Market
Unit_1156,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,227.5,45.5,0.75,0,368,operator_1156,Market
Unit_1157,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,227.5,45.5,0.75,0,368,operator_1157,Market
Unit_1158,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,19.9,3.98,0.75,0,416,operator_1158,Market
Unit_1159,Pumped storage,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,19.9,3.98,0.75,0,416,operator_1159,Market
Unit_1160,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.356,5.5,12,operator_1160,Capacity reserve
Unit_1161,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.356,5.5,12,operator_1161,Capacity reserve
Unit_1162,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.358,5.5,12,operator_1162,Capacity reserve
Unit_1163,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.361,5.5,12,operator_1163,Capacity reserve
Unit_1164,Combined cycle,,,,flexable_eom_block,Natural gas,0.2,52,10.4,0.431,5.5,270,operator_1164,Capacity reserve
Unit_1165,Combined cycle,,,,flexable_eom_block,Natural gas,0.2,56,11.2,0.427,5.5,4,operator_1165,Capacity reserve
Unit_1166,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,355,71,0.355,5.5,166,operator_1166,Capacity reserve
Unit_1167,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,355,71,0.356,5.5,166,operator_1167,Capacity reserve
Unit_1168,Steam turbine,,,,flexable_eom_block,Lignite,0.4,295,59,0.336,1.65,123,operator_1168,Security reserve
Unit_1169,Steam turbine,,,,flexable_eom_block,Lignite,0.4,299,59.8,0.338,1.65,123,operator_1169,Security reserve
Unit_1170,Steam turbine,,,,flexable_eom_block,Lignite,0.4,292,58.4,0.343,1.65,325,operator_1170,Security reserve
Unit_1171,Steam turbine,,,,flexable_eom_block,Lignite,0.4,500,100,0.375,1.65,418,operator_1171,Security reserve
Unit_1172,Steam turbine,,,,flexable_eom_block,Lignite,0.4,500,100,0.38,1.65,418,operator_1172,Security reserve
Unit_1173,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,433,86.6,0.397,1.3,378,operator_1173,Grid reserve
Unit_1174,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,720,144,0.388,1.3,166,operator_1174,Grid reserve
Unit_1175,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,726,145.2,0.393,1.3,177,operator_1175,Grid reserve
Unit_1176,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,46.5,9.3,0.407,5.5,213,operator_1176,Grid reserve
Unit_1177,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,46.5,9.3,0.407,5.5,213,operator_1177,Grid reserve
Unit_1178,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,345,69,0.36,1.3,139,operator_1178,Grid reserve
Unit_1179,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,345,69,0.362,1.3,139,operator_1179,Grid reserve
Unit_1180,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,580,116,0.36,5.5,246,operator_1180,Grid reserve
Unit_1181,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,522,104.4,0.412,1.3,246,operator_1181,Grid reserve
Unit_1182,Steam turbine,,,,flexable_eom_block,Oil,0.25,386,77.2,0.355,5.5,351,operator_1182,Grid reserve
Unit_1183,Steam turbine,,,,flexable_eom_block,Oil,0.25,386,77.2,0.356,5.5,351,operator_1183,Grid reserve
Unit_1184,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,125,25,0.353,1.3,310,operator_1184,Grid reserve
Unit_1185,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,125,25,0.355,1.3,310,operator_1185,Grid reserve
Unit_1186,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,114,22.8,0.383,5.5,52,operator_1186,Grid reserve
Unit_1187,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,239,47.8,0.375,5.5,52,operator_1187,Grid reserve
Unit_1188,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,250,50,0.36,5.5,182,operator_1188,Grid reserve
Unit_1189,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,425,85,0.39,1.3,229,operator_1189,Grid reserve
Unit_1190,Gas turbine,,,,flexable_eom_block,Oil,0.25,85,17,0.315,5.5,236,operator_1190,Grid reserve
Unit_1191,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,875,175,0.401,1.3,376,operator_1191,Grid reserve
Unit_1192,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,655.6,131.12,0.377,1.3,99,operator_1192,Grid reserve
Unit_1193,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,32,6.4,0.35,5.5,484,operator_1193,Grid reserve
Unit_1194,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,32,6.4,0.354,5.5,484,operator_1194,Grid reserve
Unit_1195,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,282,56.4,0.405,5.5,353,operator_1195,Grid reserve
Unit_1196,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,282,56.4,0.405,5.5,353,operator_1196,Grid reserve
Unit_1197,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,282,56.4,0.405,5.5,353,operator_1197,Grid reserve
Unit_1198,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,576,115.2,0.407,5.5,353,operator_1198,Grid reserve
Unit_1199,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,211,42.2,0.406,1.3,325,operator_1199,Grid reserve
Unit_1200,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,179,35.8,0.39,1.3,325,operator_1200,Grid reserve
Unit_1201,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,96,19.2,0.351,1.3,305,operator_1201,Grid reserve
Unit_1202,Steam turbine,,,,flexable_eom_block,Hard coal,0.3,148,29.6,0.357,1.3,305,operator_1202,Grid reserve
Unit_1203,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.349,5.5,45,operator_1203,Grid reserve
Unit_1204,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.349,5.5,45,operator_1204,Grid reserve
Unit_1205,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.349,5.5,45,operator_1205,Grid reserve
Unit_1206,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,37.1,7.42,0.349,5.5,45,operator_1206,Grid reserve
Unit_1207,Gas turbine,,,,flexable_eom_block,Natural gas,0.2,38.3,7.66,0.353,5.5,45,operator_1207,Grid reserve
Unit_1208,Gas turbine,,,,flexable_eom_block,Oil,0.25,77.4,15.48,0.305,5.5,236,operator_1208,Grid reserve
Unit_1209,Steam turbine,,,,flexable_eom_block,Oil,0.25,263.5,52.7,0.358,5.5,236,operator_1209,Grid reserve
Unit_1210,Steam turbine,,,,flexable_eom_block,Oil,0.25,415,83,0.356,5.5,353,operator_1210,Grid reserve
Unit_1211,Steam turbine,,,,flexable_eom_block,Natural gas,0.2,6.2,1.24,0.364,5.5,156,operator_1211,Grid reserve
Unit_1212,Steam turbine,,,,flexable_eom_block,Lignite,0.4,7.2,1.44,0.357,1.65,156,operator_1212,Grid reserve
Unit_1213,Steam turbine,,,,flexable_eom_block,Lignite,0.4,8.8,1.76,0.389,1.65,325,operator_1213,Grid reserve
Unit_1214,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,34.5,0,1,0,10,operator_1214,Market
Unit_1216,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,423.3,0,1,0,10,operator_1216,Market
Unit_1218,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,591.8,0,1,0,10,operator_1218,Market
Unit_1219,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,34.8,0,1,0,100,operator_1219,Market
Unit_1220,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1.7,0,1,0,100,operator_1220,Market
Unit_1221,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,489.7,0,1,0,100,operator_1221,Market
Unit_1223,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,488.3,0,1,0,100,operator_1223,Market
Unit_1224,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,190,0,1,0,102,operator_1224,Market
Unit_1225,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.4,0,1,0,102,operator_1225,Market
Unit_1226,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1316.2,0,1,0,102,operator_1226,Market
Unit_1228,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,1249.7,0,1,0,102,operator_1228,Market
Unit_1229,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5.9,0,1,0,104,operator_1229,Market
Unit_1231,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,48.6,0,1,0,104,operator_1231,Market
Unit_1233,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,18.9,0,1,0,104,operator_1233,Market
Unit_1234,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5.3,0,1,0,109,operator_1234,Market
Unit_1235,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,12.8,0,1,0,109,operator_1235,Market
Unit_1236,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,91.1,0,1,0,109,operator_1236,Market
Unit_1238,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,6.6,0,1,0,109,operator_1238,Market
Unit_1239,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,17.9,0,1,0,11,operator_1239,Market
Unit_1240,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,0.5,0,1,0,11,operator_1240,Market
Unit_1241,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,281.6,0,1,0,11,operator_1241,Market
Unit_1243,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,156.6,0,1,0,11,operator_1243,Market
Unit_1244,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,50.4,0,1,0,110,operator_1244,Market
Unit_1245,hydro,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,15,0,1,0,110,operator_1245,Market
Unit_1246,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,376.5,0,1,0,110,operator_1246,Market
Unit_1248,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,266.2,0,1,0,110,operator_1248,Market
Unit_1249,biomass,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,3.1,0,1,0,113,operator_1249,Market
Unit_1251,solar pv,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,42.8,0,1,0,113,operator_1251,Market
Unit_1253,wind onshore,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,renewable,0,5.4,0,1,0,113,operator_1253,Market
