name,technology,bidding_EOM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_costs,warm_start_costs,cold_start_costs,min_operating_time,min_down_time,node,unit_operator,operating_type,,,,,
Unit_296,Steam turbine,naive_eom,,natural gas,0.25,386,77.2,0.3564,308.8,308.8,5.5,24.1,34.2,46.7,5,3,87,pp_operator_296,Grid reserve,,,,,
Unit_297,Steam turbine,naive_eom,,hard coal,0.3,125,25,0.353035268,100,100,1.3,30.4,47.5,69.3,7,6,161,pp_operator_297,Grid reserve,,,,,
Unit_298,Steam turbine,naive_eom,,hard coal,0.3,125,25,0.355230417,100,100,1.3,30.4,47.5,69.3,7,6,161,pp_operator_298,Grid reserve,,,,,
Unit_299,Steam turbine,naive_eom,,natural gas,0.2,114,22.8,0.383020195,91.2,91.2,5.5,24.1,34.2,46.7,5,3,187,pp_operator_299,Grid reserve,,,,,
Unit_300,Gas turbine,naive_eom,,natural gas,0.2,239,47.8,0.375492804,191.2,191.2,5.5,24.1,34.2,46.7,5,3,187,pp_operator_300,Grid reserve,,,,,
Unit_301,Steam turbine,naive_eom,,natural gas,0.2,250,50,0.360129184,200,200,5.5,24.1,34.2,46.7,5,3,54,pp_operator_301,Grid reserve,,,,,
Unit_302,Steam turbine,naive_eom,,hard coal,0.3,425,85,0.390352812,340,340,1.3,30.4,47.5,69.3,7,6,38,pp_operator_302,Grid reserve,,,,,
Unit_303,Gas turbine,naive_eom,,natural gas,0.25,85,17,0.315,68,68,5.5,24.1,34.2,46.7,5,3,17,pp_operator_303,Grid reserve,,,,,
Unit_304,Steam turbine,naive_eom,,hard coal,0.3,875,175,0.401328561,700,700,1.3,30.4,47.5,69.3,7,6,199,pp_operator_304,Grid reserve,,,,,
Unit_305,Steam turbine,naive_eom,,hard coal,0.3,655.6,131.12,0.377181914,524.48,524.48,1.3,30.4,47.5,69.3,7,6,122,pp_operator_305,Grid reserve,,,,,
Unit_306,Gas turbine,naive_eom,,natural gas,0.2,282,56.4,0.404911064,225.6,225.6,5.5,24.1,34.2,46.7,5,3,87,pp_operator_306,Grid reserve,,,,,
Unit_307,Gas turbine,naive_eom,,natural gas,0.2,282,56.4,0.404911064,225.6,225.6,5.5,24.1,34.2,46.7,5,3,87,pp_operator_307,Grid reserve,,,,,
Unit_308,Gas turbine,naive_eom,,natural gas,0.2,282,56.4,0.404911064,225.6,225.6,5.5,24.1,34.2,46.7,5,3,87,pp_operator_308,Grid reserve,,,,,
Unit_309,Gas turbine,naive_eom,,natural gas,0.2,576,115.2,0.407362585,460.8,460.8,5.5,24.1,34.2,46.7,5,3,87,pp_operator_309,Grid reserve,,,,,
Unit_310,Steam turbine,naive_eom,,hard coal,0.3,211,42.2,0.40571886,168.8,168.8,1.3,30.4,47.5,69.3,7,6,16,pp_operator_310,Grid reserve,,,,,
Unit_311,Steam turbine,naive_eom,,hard coal,0.3,179,35.8,0.390352812,143.2,143.2,1.3,30.4,47.5,69.3,7,6,16,pp_operator_311,Grid reserve,,,,,
Unit_312,Steam turbine,naive_eom,,hard coal,0.3,96,19.2,0.350840118,76.8,76.8,1.3,30.4,47.5,69.3,7,6,161,pp_operator_312,Grid reserve,,,,,
Unit_313,Steam turbine,naive_eom,,hard coal,0.3,148,29.6,0.357425567,118.4,118.4,1.3,30.4,47.5,69.3,7,6,161,pp_operator_313,Grid reserve,,,,,
Unit_314,Gas turbine,naive_eom,,natural gas,0.25,77.4,15.48,0.3046,61.92,61.92,5.5,24.1,34.2,46.7,5,3,17,pp_operator_314,Grid reserve,,,,,
Unit_315,Steam turbine,naive_eom,,natural gas,0.25,263.5,52.7,0.3575,210.8,210.8,5.5,24.1,34.2,46.7,5,3,17,pp_operator_315,Grid reserve,,,,,
Unit_316,Steam turbine,naive_eom,,natural gas,0.25,415,83,0.3564,332,332,5.5,24.1,34.2,46.7,5,3,87,pp_operator_316,Grid reserve,,,,,
Unit_317,Small gas,naive_eom,naive_redispatch,natural gas,0.2,52.28,10.456,0.381733322,41.824,41.824,5.5,24.1,34.2,46.7,5,3,187,pp_operator_317,Market,,,,,
Unit_318,Small gas,naive_eom,naive_redispatch,natural gas,0.2,71.955,14.391,0.399762807,57.564,57.564,5.5,24.1,34.2,46.7,5,3,85,pp_operator_318,Market,,,,,
Unit_319,Small gas,naive_eom,naive_redispatch,natural gas,0.2,130.574,26.1148,0.478000698,104.4592,104.4592,5.5,24.1,34.2,46.7,5,3,30,pp_operator_319,Market,,,,,
Unit_342,Steam turbine,naive_eom,naive_redispatch,waste,0,65.52,13.104,0.33,52.416,52.416,1.65,30.4,47.5,69.3,10,7,125,pp_operator_342,Market,,,,,
Unit_321,Small gas,naive_eom,naive_redispatch,natural gas,0.2,72,14.4,0.340263607,57.6,57.6,5.5,24.1,34.2,46.7,5,3,1,pp_operator_321,Market,,,,,
Unit_322,Small gas,naive_eom,naive_redispatch,natural gas,0.2,55.4,11.08,0.374899525,44.32,44.32,5.5,24.1,34.2,46.7,5,3,8,pp_operator_322,Market,,,,,
Unit_48,Steam turbine,naive_eom,naive_redispatch,waste,0,69.69,13.938,0.33,55.752,55.752,1.65,30.4,47.5,69.3,10,7,175,pp_operator_48,Market,,,,,
Unit_324,Small gas,naive_eom,naive_redispatch,natural gas,0.2,112.6,22.52,0.374650252,90.08,90.08,5.5,24.1,34.2,46.7,5,3,196,pp_operator_324,Market,,,,,
Unit_325,Small gas,naive_eom,naive_redispatch,natural gas,0.2,151.402,30.2804,0.47361137,121.1216,121.1216,5.5,24.1,34.2,46.7,5,3,101,pp_operator_325,Market,,,,,
Unit_326,Small gas,naive_eom,naive_redispatch,natural gas,0.2,209.603,41.9206,0.449561253,167.6824,167.6824,5.5,24.1,34.2,46.7,5,3,22,pp_operator_326,Market,,,,,
Unit_327,Small gas,naive_eom,naive_redispatch,natural gas,0.2,52.154,10.4308,0.443413457,41.7232,41.7232,5.5,24.1,34.2,46.7,5,3,139,pp_operator_327,Market,,,,,
Unit_328,Small gas,naive_eom,naive_redispatch,natural gas,0.2,81.296,16.2592,0.36709321,65.0368,65.0368,5.5,24.1,34.2,46.7,5,3,135,pp_operator_328,Market,,,,,
Unit_329,Small gas,naive_eom,naive_redispatch,natural gas,0.2,104.23769,20.847538,0.48053449,83.390152,83.390152,5.5,24.1,34.2,46.7,5,3,34,pp_operator_329,Market,,,,,
Unit_330,Small gas,naive_eom,naive_redispatch,natural gas,0.2,123.5,24.7,0.503195978,98.8,98.8,5.5,24.1,34.2,46.7,5,3,128,pp_operator_330,Market,,,,,
Unit_331,Small gas,naive_eom,naive_redispatch,natural gas,0.2,129.624,25.9248,0.406820465,103.6992,103.6992,5.5,24.1,34.2,46.7,5,3,84,pp_operator_331,Market,,,,,
Unit_332,Small gas,naive_eom,naive_redispatch,natural gas,0.2,93.4,18.68,0.393551881,74.72,74.72,5.5,24.1,34.2,46.7,5,3,107,pp_operator_332,Market,,,,,
Unit_333,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,65.8,13.16,0.400230986,52.64,52.64,1.3,30.4,47.5,69.3,7,6,107,pp_operator_333,Market,,,,,
Unit_334,Small gas,naive_eom,naive_redispatch,natural gas,0.2,194.013,38.8026,0.394772316,155.2104,155.2104,5.5,24.1,34.2,46.7,5,3,54,pp_operator_334,Market,,,,,
Unit_128,Steam turbine,naive_eom,naive_redispatch,waste,0,71,14.2,0.33,56.8,56.8,1.65,30.4,47.5,69.3,10,7,54,pp_operator_128,Market,,,,,
Unit_336,Small gas,naive_eom,naive_redispatch,natural gas,0.2,50.5,10.1,0.4728,40.4,40.4,5.5,24.1,34.2,46.7,5,3,61,pp_operator_336,Market,,,,,
Unit_337,Small gas,naive_eom,naive_redispatch,natural gas,0.2,85.256,17.0512,0.458676462,68.2048,68.2048,5.5,24.1,34.2,46.7,5,3,69,pp_operator_337,Market,,,,,
Unit_338,Small gas,naive_eom,naive_redispatch,natural gas,0.2,54.106,10.8212,0.412825794,43.2848,43.2848,5.5,24.1,34.2,46.7,5,3,33,pp_operator_338,Market,,,,,
Unit_339,Small oil,naive_eom,naive_redispatch,oil,0.25,229.375,45.875,0.371376567,183.5,183.5,5.5,30.4,47.5,69.3,7,6,119,pp_operator_339,Market,,,,,
Unit_340,Small gas,naive_eom,naive_redispatch,natural gas,0.2,161.558467,32.3116934,0.368993811,129.2467736,129.2467736,5.5,24.1,34.2,46.7,5,3,119,pp_operator_340,Market,,,,,
Unit_341,Small gas,naive_eom,naive_redispatch,natural gas,0.2,210.335,42.067,0.380934524,168.268,168.268,5.5,24.1,34.2,46.7,5,3,164,pp_operator_341,Market,,,,,
Unit_354,Steam turbine,naive_eom,naive_redispatch,waste,0,88.04091,17.608182,0.33,70.432728,70.432728,1.65,30.4,47.5,69.3,10,7,38,pp_operator_354,Market,,,,,
Unit_343,Small gas,naive_eom,naive_redispatch,natural gas,0.2,198.885,39.777,0.432699986,159.108,159.108,5.5,24.1,34.2,46.7,5,3,54,pp_operator_343,Market,,,,,
Unit_344,Small gas,naive_eom,naive_redispatch,natural gas,0.2,241.875,48.375,0.399026226,193.5,193.5,5.5,24.1,34.2,46.7,5,3,14,pp_operator_344,Market,,,,,
Unit_345,Small oil,naive_eom,naive_redispatch,oil,0.25,95,19,0.3795,76,76,5.5,30.4,47.5,69.3,7,6,187,pp_operator_345,Market,,,,,
Unit_346,Small gas,naive_eom,naive_redispatch,natural gas,0.2,80.195,16.039,0.373172226,64.156,64.156,5.5,24.1,34.2,46.7,5,3,87,pp_operator_346,Market,,,,,
Unit_347,Small gas,naive_eom,naive_redispatch,natural gas,0.2,189.12,37.824,0.4672,151.296,151.296,5.5,24.1,34.2,46.7,5,3,10,pp_operator_347,Market,,,,,
Unit_335,Steam turbine,naive_eom,naive_redispatch,waste,0,91.382,18.2764,0.33,73.1056,73.1056,2500,100,100,100,10,7,100,pp_operator_335,Market,,,,,
Unit_349,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,54.222,10.8444,0.370649702,43.3776,43.3776,1.3,30.4,47.5,69.3,7,6,139,pp_operator_349,Market,,,,,
Unit_350,Small gas,naive_eom,naive_redispatch,natural gas,0.2,74.5,14.9,0.351113242,59.6,59.6,5.5,24.1,34.2,46.7,5,3,139,pp_operator_350,Market,,,,,
Unit_351,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,75.53,15.106,0.368967207,60.424,60.424,1.3,30.4,47.5,69.3,7,6,93,pp_operator_351,Market,,,,,
Unit_352,Small gas,naive_eom,naive_redispatch,natural gas,0.2,52.47,10.494,0.344168294,41.976,41.976,5.5,24.1,34.2,46.7,5,3,93,pp_operator_352,Market,,,,,
Unit_353,Small gas,naive_eom,naive_redispatch,natural gas,0.2,66.1,13.22,0.373846298,52.88,52.88,5.5,24.1,34.2,46.7,5,3,19,pp_operator_353,Market,,,,,
Unit_28,Steam turbine,naive_eom,naive_redispatch,waste,0,120.29,24.058,0.33,96.232,96.232,2500,100,100,100,10,7,155,pp_operator_28,Market,,,,,
Unit_355,Small gas,naive_eom,naive_redispatch,natural gas,0.2,66.87947,13.375894,0.367666187,53.503576,53.503576,5.5,24.1,34.2,46.7,5,3,38,pp_operator_355,Market,,,,,
Unit_7,Steam turbine,naive_eom,naive_redispatch,waste,0,162.574,32.5148,0.33,130.0592,130.0592,2500,100,100,100,10,7,87,pp_operator_7,Market,,,,,
Unit_357,Small gas,naive_eom,naive_redispatch,natural gas,0.2,204.15,40.83,0.446268228,163.32,163.32,5.5,24.1,34.2,46.7,5,3,125,pp_operator_357,Market,,,,,
Unit_358,Small gas,naive_eom,naive_redispatch,natural gas,0.2,62.7,12.54,0.405910009,50.16,50.16,5.5,24.1,34.2,46.7,5,3,195,pp_operator_358,Market,,,,,
Unit_359,Small oil,naive_eom,naive_redispatch,oil,0.25,59.64,11.928,0.348476056,47.712,47.712,5.5,30.4,47.5,69.3,7,6,46,pp_operator_359,Market,,,,,
Unit_360,Small gas,naive_eom,naive_redispatch,natural gas,0.2,100.9,20.18,0.394226293,80.72,80.72,5.5,24.1,34.2,46.7,5,3,116,pp_operator_360,Market,,,,,
Unit_361,Small gas,naive_eom,naive_redispatch,natural gas,0.2,73.345,14.669,0.477977178,58.676,58.676,5.5,24.1,34.2,46.7,5,3,41,pp_operator_361,Market,,,,,
Unit_13,Steam turbine,naive_eom,naive_redispatch,waste,0,167.074,33.4148,0.33,133.6592,133.6592,2500,100,100,100,10,7,58,pp_operator_13,Market,,,,,
Unit_363,Small gas,naive_eom,naive_redispatch,natural gas,0.2,52.899,10.5798,0.471198968,42.3192,42.3192,5.5,24.1,34.2,46.7,5,3,21,pp_operator_363,Market,,,,,
Unit_364,Small gas,naive_eom,naive_redispatch,natural gas,0.2,81.8,16.36,0.527973207,65.44,65.44,5.5,24.1,34.2,46.7,5,3,58,pp_operator_364,Market,,,,,
Unit_365,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,83.14,16.628,0.405541431,66.512,66.512,1.3,30.4,47.5,69.3,7,6,77,pp_operator_365,Market,,,,,
Unit_366,Small gas,naive_eom,naive_redispatch,natural gas,0.2,108,21.6,0.527973207,86.4,86.4,5.5,24.1,34.2,46.7,5,3,132,pp_operator_366,Market,,,,,
Unit_367,Small gas,naive_eom,naive_redispatch,natural gas,0.2,112.6102,22.52204,0.525004601,90.08816,90.08816,5.5,24.1,34.2,46.7,5,3,122,pp_operator_367,Market,,,,,
Unit_368,Small gas,naive_eom,naive_redispatch,natural gas,0.2,83.098,16.6196,0.404707708,66.4784,66.4784,5.5,24.1,34.2,46.7,5,3,47,pp_operator_368,Market,,,,,
Unit_35,Steam turbine,naive_eom,naive_redispatch,waste,0,245.716,49.1432,0.33,196.5728,196.5728,2500,100,100,100,10,7,11,pp_operator_35,Market,,,,,
Unit_370,Small gas,naive_eom,naive_redispatch,natural gas,0.2,78.049,15.6098,0.45226283,62.4392,62.4392,5.5,24.1,34.2,46.7,5,3,83,pp_operator_370,Market,,,,,
Unit_371,Small oil,naive_eom,naive_redispatch,oil,0.25,62.5,12.5,0.3675584,50,50,5.5,30.4,47.5,69.3,7,6,103,pp_operator_371,Market,,,,,
Unit_372,Small gas,naive_eom,naive_redispatch,natural gas,0.2,92.907,18.5814,0.601195716,74.3256,74.3256,5.5,24.1,34.2,46.7,5,3,194,pp_operator_372,Market,,,,,
Unit_373,Small gas,naive_eom,naive_redispatch,natural gas,0.2,134.702,26.9404,0.376736341,107.7616,107.7616,5.5,24.1,34.2,46.7,5,3,17,pp_operator_373,Market,,,,,
Unit_374,Small gas,naive_eom,naive_redispatch,natural gas,0.2,192.645,38.529,0.40884778,154.116,154.116,5.5,24.1,34.2,46.7,5,3,39,pp_operator_374,Market,,,,,
Unit_375,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,109.5,21.9,0.402711806,87.6,87.6,1.3,30.4,47.5,69.3,7,6,17,pp_operator_375,Market,,,,,
Unit_376,Small gas,naive_eom,naive_redispatch,natural gas,0.2,61.054,12.2108,0.452023829,48.8432,48.8432,5.5,24.1,34.2,46.7,5,3,180,pp_operator_376,Market,,,,,
Unit_377,Small oil,naive_eom,naive_redispatch,oil,0.25,61,12.2,0.36972623,48.8,48.8,5.5,30.4,47.5,69.3,7,6,42,pp_operator_377,Market,,,,,
Unit_378,Small gas,naive_eom,naive_redispatch,natural gas,0.2,98.8,19.76,0.633118956,79.04,79.04,5.5,24.1,34.2,46.7,5,3,74,pp_operator_378,Market,,,,,
Unit_379,Small gas,naive_eom,naive_redispatch,natural gas,0.2,98.019,19.6038,0.388281644,78.4152,78.4152,5.5,24.1,34.2,46.7,5,3,49,pp_operator_379,Market,,,,,
Unit_380,Small gas,naive_eom,naive_redispatch,natural gas,0.2,98,19.6,0.385789855,78.4,78.4,5.5,24.1,34.2,46.7,5,3,51,pp_operator_380,Market,,,,,
Unit_381,Small gas,naive_eom,naive_redispatch,natural gas,0.2,75.643,15.1286,0.400649121,60.5144,60.5144,5.5,24.1,34.2,46.7,5,3,27,pp_operator_381,Market,,,,,
Unit_382,Small oil,naive_eom,naive_redispatch,oil,0.25,92.8,18.56,0.3332,74.24,74.24,5.5,30.4,47.5,69.3,7,6,130,pp_operator_382,Market,,,,,
Unit_383,Small oil,naive_eom,naive_redispatch,oil,0.25,58.8,11.76,0.4008,47.04,47.04,5.5,30.4,47.5,69.3,7,6,49,pp_operator_383,Market,,,,,
Unit_384,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,133.864,26.7728,0.326467109,107.0912,107.0912,1.3,30.4,47.5,69.3,7,6,125,pp_operator_384,Market,,,,,
Unit_385,Small gas,naive_eom,,natural gas,0.2,148.416,29.6832,0.357719272,118.7328,118.7328,5.5,24.1,34.2,46.7,5,3,15,pp_operator_385,Capacity reserve,,,,,
Unit_386,Small gas,naive_eom,,natural gas,0.2,93,18.6,0.407362585,74.4,74.4,5.5,24.1,34.2,46.7,5,3,150,pp_operator_386,Grid reserve,,,,,
Unit_387,Small gas,naive_eom,,natural gas,0.2,64,12.8,0.351953823,51.2,51.2,5.5,24.1,34.2,46.7,5,3,47,pp_operator_387,Grid reserve,,,,,
Unit_388,Small gas,naive_eom,,natural gas,0.2,186.756,37.3512,0.349532635,149.4048,149.4048,5.5,24.1,34.2,46.7,5,3,58,pp_operator_388,Grid reserve,,,,,
Unit_441,biomass,naive_eom,naive_redispatch,renewable,0,1.034216551,0,1,,,35,10,10,10,5,3,150,pp_operator_441,Market,,,,,
Unit_390,hydro,naive_eom,naive_redispatch,renewable,0,2.69158504,0,1,,,1,0,0,0,0,0,63,pp_operator_390,Market,,,,,
Unit_760,biomass,naive_eom,naive_redispatch,renewable,0,1.046277717,0,1,,,35,10,10,10,5,3,8,pp_operator_760,Market,,,,,
Unit_569,biomass,naive_eom,naive_redispatch,renewable,0,1.215209323,0,1,,,35,10,10,10,5,3,36,pp_operator_569,Market,,,,,
Unit_578,biomass,naive_eom,naive_redispatch,renewable,0,1.496892376,0,1,,,35,10,10,10,5,3,24,pp_operator_578,Market,,,,,
Unit_718,biomass,naive_eom,naive_redispatch,renewable,0,1.556098129,0,1,,,35,10,10,10,5,3,33,pp_operator_718,Market,,,,,
Unit_562,biomass,naive_eom,naive_redispatch,renewable,0,1.702374875,0,1,,,35,10,10,10,5,3,150,pp_operator_562,Market,,,,,
Unit_396,hydro,naive_eom,naive_redispatch,renewable,0,8.287414367,0,1,,,1,0,0,0,0,0,111,pp_operator_396,Market,,,,,
Unit_490,biomass,naive_eom,naive_redispatch,renewable,0,1.713872868,0,1,,,35,10,10,10,5,3,49,pp_operator_490,Market,,,,,
Unit_398,hydro,naive_eom,naive_redispatch,renewable,0,114.6439326,0,1,,,1,0,0,0,0,0,165,pp_operator_398,Market,,,,,
Unit_416,biomass,naive_eom,naive_redispatch,renewable,0,2.315979321,0,1,,,35,10,10,10,5,3,53,pp_operator_416,Market,,,,,
Unit_572,biomass,naive_eom,naive_redispatch,renewable,0,2.899061174,0,1,,,35,10,10,10,5,3,57,pp_operator_572,Market,,,,,
Unit_682,biomass,naive_eom,naive_redispatch,renewable,0,3.115562086,0,1,,,35,10,10,10,5,3,16,pp_operator_682,Market,,,,,
Unit_402,hydro,naive_eom,naive_redispatch,renewable,0,256.7229802,0,1,,,1,0,0,0,0,0,111,pp_operator_402,Market,,,,,
Unit_473,biomass,naive_eom,naive_redispatch,renewable,0,3.144985566,0,1,,,35,10,10,10,5,3,49,pp_operator_473,Market,,,,,
Unit_586,biomass,naive_eom,naive_redispatch,renewable,0,3.212259032,0,1,,,35,10,10,10,5,3,40,pp_operator_586,Market,,,,,
Unit_528,biomass,naive_eom,naive_redispatch,renewable,0,3.384566259,0,1,,,35,10,10,10,5,3,150,pp_operator_528,Market,,,,,
Unit_754,biomass,naive_eom,naive_redispatch,renewable,0,3.443465689,0,1,,,35,10,10,10,5,3,75,pp_operator_754,Market,,,,,
Unit_655,biomass,naive_eom,naive_redispatch,renewable,0,3.775308443,0,1,,,35,10,10,10,5,3,168,pp_operator_655,Market,,,,,
Unit_722,biomass,naive_eom,naive_redispatch,renewable,0,3.917512471,0,1,,,35,10,10,10,5,3,17,pp_operator_722,Market,,,,,
Unit_495,biomass,naive_eom,naive_redispatch,renewable,0,3.958599929,0,1,,,35,10,10,10,5,3,158,pp_operator_495,Market,,,,,
Unit_534,biomass,naive_eom,naive_redispatch,renewable,0,4.064062801,0,1,,,35,10,10,10,5,3,187,pp_operator_534,Market,,,,,
Unit_411,hydro,naive_eom,naive_redispatch,renewable,0,5.039828496,0,1,,,1,0,0,0,0,0,164,pp_operator_411,Market,,,,,
Unit_680,biomass,naive_eom,naive_redispatch,renewable,0,4.236136466,0,1,,,35,10,10,10,5,3,16,pp_operator_680,Market,,,,,
Unit_413,hydro,naive_eom,naive_redispatch,renewable,0,2.025700775,0,1,,,1,0,0,0,0,0,128,pp_operator_413,Market,,,,,
Unit_482,biomass,naive_eom,naive_redispatch,renewable,0,4.361789535,0,1,,,35,10,10,10,5,3,49,pp_operator_482,Market,,,,,
Unit_415,hydro,naive_eom,naive_redispatch,renewable,0,11.16403149,0,1,,,1,0,0,0,0,0,108,pp_operator_415,Market,,,,,
Unit_462,biomass,naive_eom,naive_redispatch,renewable,0,4.40847044,0,1,,,35,10,10,10,5,3,122,pp_operator_462,Market,,,,,
Unit_486,biomass,naive_eom,naive_redispatch,renewable,0,4.806027452,0,1,,,35,10,10,10,5,3,93,pp_operator_486,Market,,,,,
Unit_609,biomass,naive_eom,naive_redispatch,renewable,0,4.843411722,0,1,,,35,10,10,10,5,3,30,pp_operator_609,Market,,,,,
Unit_675,biomass,naive_eom,naive_redispatch,renewable,0,5.212955353,0,1,,,35,10,10,10,5,3,11,pp_operator_675,Market,,,,,
Unit_469,biomass,naive_eom,naive_redispatch,renewable,0,5.267179242,0,1,,,35,10,10,10,5,3,157,pp_operator_469,Market,,,,,
Unit_535,biomass,naive_eom,naive_redispatch,renewable,0,5.30376185,0,1,,,35,10,10,10,5,3,38,pp_operator_535,Market,,,,,
Unit_603,biomass,naive_eom,naive_redispatch,renewable,0,5.640090818,0,1,,,35,10,10,10,5,3,8,pp_operator_603,Market,,,,,
Unit_503,biomass,naive_eom,naive_redispatch,renewable,0,5.732808234,0,1,,,35,10,10,10,5,3,29,pp_operator_503,Market,,,,,
Unit_531,biomass,naive_eom,naive_redispatch,renewable,0,5.794962177,0,1,,,35,10,10,10,5,3,132,pp_operator_531,Market,,,,,
Unit_468,biomass,naive_eom,naive_redispatch,renewable,0,5.860159754,0,1,,,35,10,10,10,5,3,29,pp_operator_468,Market,,,,,
Unit_539,biomass,naive_eom,naive_redispatch,renewable,0,5.919352236,0,1,,,35,10,10,10,5,3,38,pp_operator_539,Market,,,,,
Unit_427,hydro,naive_eom,naive_redispatch,renewable,0,12.2025681,0,1,,,1,0,0,0,0,0,153,pp_operator_427,Market,,,,,
Unit_492,biomass,naive_eom,naive_redispatch,renewable,0,6.524775495,0,1,,,35,10,10,10,5,3,158,pp_operator_492,Market,,,,,
Unit_429,hydro,naive_eom,naive_redispatch,renewable,0,5.082011492,0,1,,,1,0,0,0,0,0,138,pp_operator_429,Market,,,,,
Unit_759,biomass,naive_eom,naive_redispatch,renewable,0,6.687458407,0,1,,,35,10,10,10,5,3,35,pp_operator_759,Market,,,,,
Unit_431,hydro,naive_eom,naive_redispatch,renewable,0,3.938049428,0,1,,,1,0,0,0,0,0,69,pp_operator_431,Market,,,,,
Unit_533,biomass,naive_eom,naive_redispatch,renewable,0,6.830994632,0,1,,,35,10,10,10,5,3,43,pp_operator_533,Market,,,,,
Unit_433,hydro,naive_eom,naive_redispatch,renewable,0,5.843512812,0,1,,,1,0,0,0,0,0,21,pp_operator_433,Market,,,,,
Unit_430,biomass,naive_eom,naive_redispatch,renewable,0,7.029935483,0,1,,,35,10,10,10,5,3,69,pp_operator_430,Market,,,,,
Unit_677,biomass,naive_eom,naive_redispatch,renewable,0,7.736160273,0,1,,,35,10,10,10,5,3,170,pp_operator_677,Market,,,,,
Unit_749,biomass,naive_eom,naive_redispatch,renewable,0,7.741789753,0,1,,,35,10,10,10,5,3,14,pp_operator_749,Market,,,,,
Unit_437,hydro,naive_eom,naive_redispatch,renewable,0,12.2415851,0,1,,,1,0,0,0,0,0,167,pp_operator_437,Market,,,,,
Unit_731,biomass,naive_eom,naive_redispatch,renewable,0,7.878329663,0,1,,,35,10,10,10,5,3,65,pp_operator_731,Market,,,,,
Unit_439,hydro,naive_eom,naive_redispatch,renewable,0,13.3144126,0,1,,,1,0,0,0,0,0,162,pp_operator_439,Market,,,,,
Unit_508,biomass,naive_eom,naive_redispatch,renewable,0,7.932606743,0,1,,,35,10,10,10,5,3,52,pp_operator_508,Market,,,,,
Unit_410,biomass,naive_eom,naive_redispatch,renewable,0,8.325943428,0,1,,,35,10,10,10,5,3,164,pp_operator_410,Market,,,,,
Unit_735,biomass,naive_eom,naive_redispatch,renewable,0,8.560949444,0,1,,,35,10,10,10,5,3,8,pp_operator_735,Market,,,,,
Unit_443,hydro,naive_eom,naive_redispatch,renewable,0,13.03065104,0,1,,,1,0,0,0,0,0,54,pp_operator_443,Market,,,,,
Unit_600,biomass,naive_eom,naive_redispatch,renewable,0,8.811004519,0,1,,,35,10,10,10,5,3,45,pp_operator_600,Market,,,,,
Unit_445,hydro,naive_eom,naive_redispatch,renewable,0,8.697308301,0,1,,,1,0,0,0,0,0,117,pp_operator_445,Market,,,,,
Unit_519,biomass,naive_eom,naive_redispatch,renewable,0,9.089714688,0,1,,,35,10,10,10,5,3,140,pp_operator_519,Market,,,,,
Unit_447,hydro,naive_eom,naive_redispatch,renewable,0,12.15170665,0,1,,,1,0,0,0,0,0,119,pp_operator_447,Market,,,,,
Unit_552,biomass,naive_eom,naive_redispatch,renewable,0,9.116053464,0,1,,,35,10,10,10,5,3,143,pp_operator_552,Market,,,,,
Unit_686,biomass,naive_eom,naive_redispatch,renewable,0,9.204430548,0,1,,,35,10,10,10,5,3,116,pp_operator_686,Market,,,,,
Unit_741,biomass,naive_eom,naive_redispatch,renewable,0,9.278872279,0,1,,,35,10,10,10,5,3,4,pp_operator_741,Market,,,,,
Unit_451,hydro,naive_eom,naive_redispatch,renewable,0,33.24167598,0,1,,,1,0,0,0,0,0,181,pp_operator_451,Market,,,,,
Unit_505,biomass,naive_eom,naive_redispatch,renewable,0,9.294671039,0,1,,,35,10,10,10,5,3,29,pp_operator_505,Market,,,,,
Unit_453,hydro,naive_eom,naive_redispatch,renewable,0,11.10055964,0,1,,,1,0,0,0,0,0,45,pp_operator_453,Market,,,,,
Unit_517,biomass,naive_eom,naive_redispatch,renewable,0,9.308003151,0,1,,,35,10,10,10,5,3,156,pp_operator_517,Market,,,,,
Unit_455,hydro,naive_eom,naive_redispatch,renewable,0,1.053134817,0,1,,,1,0,0,0,0,0,61,pp_operator_455,Market,,,,,
Unit_440,biomass,naive_eom,naive_redispatch,renewable,0,9.398413166,0,1,,,35,10,10,10,5,3,192,pp_operator_440,Market,,,,,
Unit_457,hydro,naive_eom,naive_redispatch,renewable,0,3.024828902,0,1,,,1,0,0,0,0,0,10,pp_operator_457,Market,,,,,
Unit_602,biomass,naive_eom,naive_redispatch,renewable,0,9.481636266,0,1,,,35,10,10,10,5,3,121,pp_operator_602,Market,,,,,
Unit_715,biomass,naive_eom,naive_redispatch,renewable,0,10.40896874,0,1,,,35,10,10,10,5,3,100,pp_operator_715,Market,,,,,
Unit_556,biomass,naive_eom,naive_redispatch,renewable,0,10.48151889,0,1,,,35,10,10,10,5,3,109,pp_operator_556,Market,,,,,
Unit_494,biomass,naive_eom,naive_redispatch,renewable,0,10.9305411,0,1,,,35,10,10,10,5,3,135,pp_operator_494,Market,,,,,
